Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Neighborhoods,DELETE - Police Districts
1005777-08-141,1003323,Lam Chi Chiu/liang Biyun,Notes From Underground Cafe,2399 Van Ness Ave,San Francisco,CA,94109,08/28/2014,,08/28/2014,,2399 VAN NESS AVE,San Francisco,94109,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.423684 37.796681),102,4,6,13,28858,13,1,6,17,9
1245844-02-201,1111673,Carthage Ventures Llc,Nosh Cafe & Catering,388 Market St Ste 106,San Francisco,CA,94111,02/12/2020,,02/12/2020,,388 Market St 106 Ste,San Francisco,94111,CA,7220-7229,Food Services,f,f,,,3,Financial District/South Beach,,,,,,,,,,,,
1225135-06-191,1096761,Tarek Saidi,Nosh Cafe & Catering,388 Market St Ste 106,San Francisco,CA,94111,01/01/2019,,06/14/2019,,388 MARKET ST 106 STE,San Francisco,94111,CA,7220-7229,Food Services,f,f,,,3,Financial District/South Beach,,,,,,,,,,,,
0475572-02-001,475572,37.7 Degrees Inc,Nosh Boutique Catering,2545 Phelps St,San Francisco,CA,94124,01/02/2013,,01/10/2013,,2545 PHELPS ST,San Francisco,94124,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.400523 37.729555),86,2,9,1,58,10,8,3,1,3
1132912-01-171,1063811,Hanson Nory,Norys Kitchen,110 Bldg Hunters Pt Shipyard,San Francisco,CA,94188,01/13/2017,,01/13/2017,01/13/2017,320007 PO BOX,San Francisco,94132,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1132911-01-171,1063811,Hanson Nory,Norys Homecookin,110 Bldg Hunters Pt Shipyard,San Francisco,CA,94188,01/13/2017,,01/13/2017,07/31/2018,320007 PO BOX,San Francisco,94132,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0397076-01-001,397076,Brooks Norvella A,Norvella Brooks,30 Gilroy St,San Francisco,CA,94124,03/01/2006,,03/01/2006,09/14/2014,2358 GALWAY RD,San Pablo,94806,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,POINT (-122.38897 37.716093),88,2,9,1,58,10,8,3,1,3
1007338-09-141,397076,Brooks Norvella A,Norvella Brooks,Bldg 110 Hunters Point Shipyard,San Francisco,CA,94188,03/01/2006,,09/15/2014,,2358 GALWAY RD,San Pablo,94806,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.37688 37.7343),76,2,9,1,58,10,8,3,1,3
1252340-05-201,1114367,Northern Bubbles Llc,Northern Ducks,1355 Market St Unit 180,San Francisco,CA,94103,05/19/2020,,05/19/2020,,1355 Market St 180 Unit,San Francisco,94103,CA,7220-7229,Food Services,f,f,,,6,South of Market,,,,,,,,,,,,
1198821-08-181,325904,Avatar Foods International Inc,Northbox Bar,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 ILLINOIS ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,H86,BARS/TAVERNS W/O FOOD PREP,,,,,,,,,,,,,,
1225799-06-191,168329,Bon Appetit Management Co,North West Keg Cooler Ground,1 Warriors Way Event Lvl North West,San Francisco,CA,94158,07/01/1987,,05/28/2019,,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,7220-7229,Food Services,f,f,H36,STADIUM CONCESSION,,,,,,,,,,,,,,
1226049-06-191,168329,Bon Appetit Management Co,North West Bar 600,1 Warriors Way Lvl 600 North West,San Francisco,CA,94158,07/01/1987,,05/28/2019,,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,7220-7229,Food Services,f,f,H87,BARS/TAVERNS W/FOOD PREP,,,,,,,,,,,,,,
0915912-02-001,915912,Rubber Legs Inc,North Star Cafe,1560 Powell St,San Francisco,CA,94133,07/12/2001,,07/12/2001,,1560 POWELL ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,H31 H86 P12,Multiple,3,Chinatown,,POINT (-122.41064 37.799168),107,6,3,6,308,3,10,1,4,1
0485954-01-001,485954,Jesse Sf Corporation,North India Restaurant,123 2nd St,San Francisco,CA,94105,02/01/2014,,02/01/2014,,2442 CLEMENT ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,,,,POINT (-122.399345 37.787646),32,1,10,8,28855,12,9,2,6,2
1226003-06-191,168329,Bon Appetit Management Co,North East Bar 300,1 Warriors Way Lvl 300 North,San Francisco,CA,94158,07/01/1987,,05/28/2019,,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,7220-7229,Food Services,f,f,H87,BARS/TAVERNS W/FOOD PREP,,,,,,,,,,,,,,
1133886-01-171,1064306,North Border Taco,North Border Taco,2436 40th Ave,Sacramento,CA,95822,01/23/2017,,01/23/2017,,10232 NICK WAY,Elk Grove,95757,CA,7220-7229,Food Services,f,f,D19 H79,Multiple,,,,,,,,,,,,,,
1219873-04-191,1064306,North Border Taco,North Border Taco,1 Mobile Caterers,San Francisco,CA,,01/23/2017,,01/25/2017,,10232 NICK WAY,Elk Grove,95757,CA,7220-7229,Food Services,f,f,D19,STORAGE & USE OF FLAMMABLE OR COMBUSTIBLE LIQUIDS,,,,,,,,,,,,,,
0123732-03-001,123732,Wong Wilbert & Sriprathum,North Beach Video,1398 Grant Ave,San Francisco,CA,94133,10/26/1979,,01/01/2004,01/01/2004,2432 BALBOA ST,San Francisco,94121,CA,7220-7229,Food Services,f,f,,,3,North Beach,,POINT (-122.407408 37.799712),106,6,3,23,308,3,10,1,23,1
0062988-01-001,62988,North Beach Restaurant Inc,North Beach Restaurant Inc,1512 Stockton St,San Francisco,CA,94133,07/01/1970,,07/01/1970,,1512 STOCKTON ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.409055 37.799771),106,6,3,23,308,3,10,1,23,1
0183117-02-002,183117,"North Beach Pizza, Inc.",North Beach Pizza Too!,1462 Grant Ave,San Francisco,CA,94133,01/01/1989,,05/01/2009,03/01/2020,1462 GRANT AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",3,North Beach,,POINT (-122.407572 37.800532),106,6,3,23,308,3,10,1,23,1
0935704-01-001,935704,Sofar Pizza Inc,North Beach Pizza Express,3054 Taraval St,San Francisco,CA,94116,12/01/1994,,12/01/1994,,3054 TARAVAL ST,San Francisco,94116,CA,7220-7229,Food Services,f,f,H28,TAKE-OUT ESTABLISHMENT,4,Sunset/Parkside,,POINT (-122.498784 37.742043),39,10,7,35,29491,1,3,5,35,8
0320174-01-001,320174,Sol Pizza Inc,North Beach Pizza,800 Stanyan St,San Francisco,CA,94117,07/01/1995,,07/01/1995,,800 STANYAN ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",5,Haight Ashbury,,POINT (-122.453145 37.767173),9,7,11,12,29492,15,11,8,8,5
0441364-01-001,441364,Dd Restaurant Group Inc,North Beach Pizza,Pier 39 Pier 39 211,San Francisco,CA,94133,08/01/2009,,08/01/2009,,2415 SAN RAMON VALLEY BLVD # 4423,San Ramon,94583,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1050156-01-161,1023614,Prokopos Llc,North Beach Pizza,4787 Mission St,San Francisco,CA,94112,01/21/2016,,01/21/2016,,4787 MISSION ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",11,Excelsior,,POINT (-122.436936 37.721869),80,9,1,28,28861,9,6,4,25,7
1232524-08-191,1106096,Vienna Enterprises Inc,North Beach Pizza,4787 Mission St,San Francisco,CA,94112,06/17/2019,,06/17/2019,,4787 MISSION ST,San Francisco,94112,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1243272-01-201,488852,Bermal Asmin Inc.,North Beach Gyros,561 Columbus Ave,San Francisco,CA,94133,04/16/2014,,01/17/2020,,561 Columbus St,San Francisco,94133,CA,7220-7229,Food Services,f,f,,,3,Chinatown,,,,,,,,,,,,
0488852-01-001,488852,Bermal Asmin Inc.,North Beach Gyros,701 Union St,San Francisco,CA,94133,04/16/2014,,04/16/2014,01/13/2020,561 COLUMBUS ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.411058 37.800217),107,6,3,6,308,3,10,1,4,1
1228682-07-191,391888,Pellegrini Llc,North Beach Farmers Market,699 Columbus Ave,San Francisco,CA,94133,09/30/2005,,05/09/2018,,659 COLUMBUS AVE,San Francisco,94133,CA,7220-7229,Food Services,f,f,H14,CERTIFIED FARMERS MARKETS,3,Chinatown,,,,,,,,,,,,
0346882-01-001,346882,Antiporda Norman P,"Norman's Ice Cream & Freezes",2801 Leavenworth St,San Francisco,CA,94133,06/26/2001,,06/26/2001,,2801 LEAVENWORTH ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.418926 37.807088),99,6,3,23,308,5,10,1,23,1
0345145-01-001,345145,Mlquach Inc,Noriega Teriyaki House,1755 Noriega St,San Francisco,CA,94122,06/01/2001,,06/01/2001,,1755 NORIEGA ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",4,Sunset/Parkside,,POINT (-122.482734 37.753972),39,10,7,35,56,1,3,5,35,8
1213505-02-191,944434,H & K Investment Group,Noren Izakaya,1701 Powell St,San Francisco,CA,94133,08/18/1995,,02/19/2019,,1701 POWELL ST,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1128847-12-161,473367,Bauman Enterprises Llc,Norcina,50 Francisco St 105,San Francisco,CA,94133,10/04/2012,,11/30/2016,,1255 BATTERY ST STE 700,San Francisco,94111,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1154664-07-171,1073468,Thananunvorakul Pornpimol,Noratha,1254 21 Ave.,San Francisco,CA,94122,07/18/2017,,07/18/2017,08/31/2019,27 HAVEN DR,Daly City,94014,CA,7220-7229,Food Services,f,f,,,4,Sunset/Parkside,,,,,,,,,,,,
1195572-07-181,1073468,Thananunvorakul Pornpimol,Noratha,1750 Caesar Chavez St D,San Francisco,CA,94124,07/18/2017,,07/19/2018,08/31/2019,27 HAVEN DR,Daly City,94014,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
1195575-07-181,1073468,Thananunvorakul Pornpimol,Noratha,1750 Caesar Chavez St D,San Francisco,CA,94124,07/18/2017,,07/19/2018,07/26/2018,27 HAVEN DR,Daly City,94014,CA,7220-7229,Food Services,f,f,,,10,Bayview Hunters Point,,,,,,,,,,,,
1250513-04-201,1104003,Joselyn Villatoro Barrera,Nor Cal Sorting Co.,103 Horne Ave.,San+francisco,CA,94109,07/08/2019,,04/14/2020,,100 Portola Dr 11 Apt,San Francisco,94131,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0425639-01-001,425639,Nopalito Llc,Nopalito,306 Broderick St,San Francisco,CA,94117,08/01/2008,,08/01/2008,,306 BRODERICK ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",5,Hayes Valley,,POINT (-122.439188 37.77336),24,7,11,9,29492,15,11,8,10,5
0467834-01-001,467834,El Nixtamal Llc,Nopalito,1224 9th Ave,San Francisco,CA,94122,04/23/2012,,04/23/2012,,1224 9TH AVE,San Francisco,94122,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",5,Inner Sunset,,POINT (-122.466364 37.76472),109,10,11,14,56,11,11,5,12,8
0387993-01-001,387993,Angel Food Llc,Nopa,560 Divisadero St,San Francisco,CA,94117,05/10/2005,,05/10/2005,,560 DIVISADERO ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,5,Hayes Valley,,POINT (-122.437743 37.774881),23,4,11,9,29492,15,11,8,10,5
1191561-06-181,1088949,Forward Food Group,Noosh,2001 Fillmore Street,San Francisco,CA,94115,06/11/2018,,06/11/2018,,2001 FILLMORE ST,San Francisco,94115,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,2,Pacific Heights,,,,,,,,,,,,
0453440-04-001,453440,Wain Maqsood U,Noori,1924 Irving St,San Francisco,CA,94122,10/18/2010,,10/03/2013,,1924 IRVING ST,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.478738 37.763505),39,10,7,35,56,1,3,5,35,8
1080902-07-161,1038949,Pink Lady Llc,Noon-All Day,690 Indiana St,San Francisco,CA,94107,07/05/2016,,07/05/2016,,1001 MINNESOTA ST,San Francisco,94107,CA,7220-7229,Food Services,f,f,D04 H25,Multiple,10,Potrero Hill,,,,,,,,,,,,
1165407-10-171,1078126,Rana Hanna Chedyak,Nook,1500 Hyde St,San Francisco,CA,94109,10/30/2017,,10/30/2017,,4496 CALLAN BLVD,Daly City,94015,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,,,,,,,,,,,
1054352-02-161,1026111,Randy Watson Group Llc,Noodleme,333 Market St,San Francisco,CA,94105,02/17/2016,,02/17/2016,,333 MARKET ST 1 LBBY,San Francisco,94105,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.397791 37.792119),108,6,10,8,28855,4,9,2,6,2
1136197-02-171,1065474,Clinton Tan,Noodle In A Haystack,106 Avalon Drive,Daly City,CA,94015,01/01/2016,,01/01/2016,,287 LAKESHORE DR,San Francisco,94132,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1155114-07-171,1073671,Noodle Girl Llc,Noodle Girl Llc,2948 Folsom St,San Francisco,CA,94110,07/21/2017,,07/21/2017,,2948 FOLSOM ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H74,CATERER,,,,,,,,,,,,,,
0467962-03-001,467962,Tipsuwon Inc,Noodle Bar And Grill,631 Broadway,San Francisco,CA,94133,04/01/2012,,04/01/2012,,631 BROADWAY,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",3,Chinatown,,POINT (-122.407508 37.797764),106,6,3,6,308,3,10,1,4,1
1223358-05-191,1102472,Lasino Inc,Noobowl,925 Blossom Hill Rd Ste 2005,San Jose,CA,95123,05/28/2019,,05/28/2019,06/01/2019,2833 HORIZON HILLS DR,West Covina,91791,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1232984-09-191,1102472,Lasino Inc,Noobowl,845 Market St Ste Fe9,San Francisco,CA,94103,05/28/2019,,09/04/2019,,2833 HORIZON HILLS DR,West Covina,91791,CA,7220-7229,Food Services,f,f,,,6,South of Market,,,,,,,,,,,,
0000671-08-001,671,Alioto Fish Co Ltd,Nonna Rose Restaurant Inc,"8 Fisherman's Wharf",San Francisco,CA,94133,10/01/1968,,04/28/2008,,360 JEFFERSON ST UNIT A,San Francisco,94133,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1231863-08-191,1105817,Guang Hui Lei,None,1575 42nd Ave Ave,San Francisco,CA,94122,08/07/2019,,08/07/2019,,1575 42ND AVE,San Francisco,94122,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
1189052-05-181,1088013,396 Harrison Llc,Nommo,396 Harrison St Ste 100,San Francisco,CA,94105,05/21/2018,,05/21/2018,,355 11TH ST STE 100,San Francisco,94103,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,6,Financial District/South Beach,,,,,,,,,,,,
1043805-11-151,1020483,42 Short Llc,Nomica,2223 Market St,San Francisco,CA,94114,11/04/2015,,11/04/2015,12/01/2018,2223 MARKET ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,D04 H26,Multiple,,,,POINT (-122.431274 37.765566),38,3,5,5,28862,15,5,7,3,4
0440211-01-001,440211,Nombe Restaurant Llc,Nombe Restaurant,2491 Mission St,San Francisco,CA,94110,07/01/2009,,07/01/2009,05/01/2015,532 FRANCONIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,9,Mission,,POINT (-122.418923 37.757285),53,3,2,20,28859,2,7,7,19,4
1075421-06-161,440211,Nombe Restaurant Llc,Nombe Catering And Events,173 Eddy St,San Francisco,CA,94110,07/01/2009,,05/01/2015,12/01/2017,532 FRANCONIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H74,CATERER,,,,POINT (-122.410538 37.784203),20,5,10,36,28852,14,9,10,36,10
1074786-06-161,440211,Nombe Restaurant Llc,Nombe Catering & Events,532 Franconia St,San Francisco,CA,94110,07/01/2009,,05/01/2015,,532 FRANCONIA ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.408236 37.741793),83,9,2,2,28859,10,7,4,2,7
1041394-10-151,1019310,Ap Bijinmen 1 Llc,Nojo,231 Franklin St 0,San Francisco,CA,94102,10/02/2015,,10/02/2015,,17875 VON KARMAN AVE 150 STE,Irvine,92614,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",5,Hayes Valley,,POINT (-122.421274 37.776736),21,4,11,9,28852,7,11,6,10,9
0475792-01-001,475792,Cassanego Enterprises Llc,Noir Lounge,581 Hayes St,San Francisco,CA,94102,01/16/2013,,01/16/2013,,5533 GREY FEATHER CT,Westlake Village,91362,CA,7220-7229,Food Services,f,f,D04 H25 P54,Multiple,5,Hayes Valley,,POINT (-122.425959 37.776499),22,4,11,9,28852,7,11,6,10,9
1044101-11-151,1020642,"D'amico Michele",Noeteca,1551 Dolores St,San Francisco,CA,94110,11/05/2015,,11/05/2015,,1551 DOLORES ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.424379 37.744507),84,9,5,22,28859,2,5,4,22,7
1228819-07-191,1104595,Lawrence Rubin,Noe Valley Food,1348 Dolores St Apt 3,San Francisco,CA,94110,06/24/2019,,07/24/2019,,1348 DOLORES ST 3 APT,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,8,Noe Valley,,,,,,,,,,,,
1246053-02-201,1111764,Noe Valley Cafe Llc,Noe Valley Cafe Llc,1299 Sanchez,San+francisco,CA,94114,02/13/2020,,02/13/2020,,1423 Dolores,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0936452-01-001,936452,Noe Valley Bakery/bread Co Inc,Noe Valley Bakery/bread Co Inc,4073 24th St,San Francisco,CA,94114,12/06/1994,,12/06/1994,08/10/2018,4073 24TH ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,H28,TAKE-OUT ESTABLISHMENT,8,Noe Valley,,POINT (-122.433418 37.751338),84,3,5,22,28862,2,5,7,22,4
1124674-10-161,936452,Noe Valley Bakery/bread Co Inc,Noe Valley Bakery,28 West Portal Ave,San Francisco,CA,94127,12/06/1994,,10/20/2016,,4073 24TH ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,H88,RETAIL BAKERIES WITH FOOD PREP,,,,,,,,,,,,,,
1124677-10-161,936452,Noe Valley Bakery/bread Co Inc,Noe Valley Bakery,4073 24th St,San Francisco,CA,94114,12/06/1994,,10/20/2016,,4073 24TH ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,H28,TAKE-OUT ESTABLISHMENT,,,,,,,,,,,,,,
0197374-03-001,197374,Hu Jose & Luciana,Noe Bagel,3933 24th St,San Francisco,CA,94114,06/01/1990,,01/13/2006,,3933 24TH ST,San Francisco,94114,CA,7220-7229,Food Services,f,f,H28 WM18,Multiple,,,,POINT (-122.430457 37.751519),84,3,5,22,28862,2,5,7,22,4
0470926-02-001,470926,Qualia Entertainment Inc,Nocturno,2565 Mission St,San Francisco,CA,94110,07/12/2012,,07/12/2012,,2565 MISSION ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,,,,POINT (-122.418807 37.75606),53,3,2,20,28859,2,7,7,19,4
1031283-06-151,909975,Shirakhon Rahmat Ollah,Noc Noc On Broadway,515 Broadway,San Francisco,CA,94133,12/26/1991,,12/26/1991,05/16/2018,557 HAIGHT ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",3,North Beach,,POINT (-122.405892 37.797965),106,6,3,23,308,3,10,1,23,1
0909975-02-001,909975,Shirakhon Rahmat Ollah,Noc Noc,557 Haight St,San Francisco,CA,94117,12/26/1991,,12/26/1991,,557 HAIGHT ST,San Francisco,94117,CA,7220-7229,Food Services,f,f,H26,"RESTAURANT GREATER THAN 2,000 SQFT",5,Hayes Valley,,POINT (-122.431399 37.771989),26,4,11,9,29492,15,11,6,10,9
1147658-05-171,1070713,Turner 2 Corporation,Nobuyuki,2221 Clement St,San Francisco,CA,94121,05/23/2017,,05/23/2017,,1 DANIEL BURNHAM CT APT 523,San Francisco,94109,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,,,,,,,,,,,
1106623-08-161,1051081,Bba Foods Inc,Nobhill Pizza & Shawerma,1534 California St,San Francisco,CA,94109,08/30/2016,,08/30/2016,,1534 CALIFORNIA ST,San Francisco,94109,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",3,Nob Hill,,,,,,,,,,,,
0300095-02-001,300095,Lee Stephanie Ann,Nob Hill Tavern,1390 California St,San Francisco,CA,94109,11/06/1996,,08/01/2002,03/31/2010,141 2ND ST,San Francisco,94105,CA,7220-7229,Food Services,f,f,,,3,Nob Hill,,POINT (-122.417146 37.791029),16,6,3,21,28858,13,10,1,21,1
1163257-10-171,1077114,Herpe Harry A,Nob Hill Pizza,750 Folsom St,San Francisco,CA,94105,10/01/2017,,10/01/2017,,PO BOX 250303,San Francisco,94125,CA,7220-7229,Food Services,f,f,,,,,,,,,,,,,,,,
0126501-01-001,126501,Perdix Inc,Nob Hill Cafe,1152 Taylor St,San Francisco,CA,94108,10/02/1980,,10/02/1980,,1152 TAYLOR ST,San Francisco,94108,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",3,Nob Hill,,POINT (-122.412789 37.793239),16,6,3,21,28857,3,10,1,21,1
0353177-12-001,353177,Einstein And Noah Corp,"Noah's Noew York Bagels #2132",400 Howard St 110,San Francisco,CA,94105,06/20/2001,,09/12/2012,02/22/2015,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,,,,,,POINT (-122.39513 37.789226),32,1,10,8,28855,6,9,2,6,2
0353177-11-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #3199",5 Embarcadero Ctr,San Francisco,CA,94111,06/20/2001,,06/20/2001,02/06/2015,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,,,,,,POINT (-122.396158 37.795106),108,6,3,8,28860,4,10,1,6,1
0353177-09-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #2147",2300 16th St,San Francisco,CA,94103,06/20/2001,,06/20/2001,,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,H25 POS01,Multiple,,,,POINT (-122.410113 37.765632),53,3,9,20,28853,8,8,7,19,4
0353177-08-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #2132",99 Fremont St,San Francisco,CA,94105,06/20/2001,,06/20/2001,07/24/2012,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,,,,,,POINT (-122.396451 37.790266),32,1,10,8,28855,12,9,2,6,2
0353177-07-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #2127",2213 Fillmore St,San Francisco,CA,94115,06/20/2001,,06/20/2001,08/02/2016,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,,,,,,POINT (-122.434096 37.790128),102,4,6,30,29490,13,1,6,27,9
0353177-05-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #2120",3519 California St,San Francisco,CA,94118,06/20/2001,,06/20/2001,,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,H25 POS01,Multiple,,,,POINT (-122.453159 37.786415),11,8,6,31,54,11,1,9,31,6
0353177-04-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #2113",100 Bush St,San Francisco,CA,94104,06/20/2001,,06/20/2001,,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,H26 POS01,Multiple,,,,POINT (-122.39995 37.79128),108,6,3,8,28854,4,10,1,6,1
0353177-03-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #2105",1521 Sloat Blvd,San Francisco,CA,94132,06/20/2001,,06/20/2001,,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,H28 POS01,Multiple,,,,POINT (-122.489561 37.73402),43,10,8,35,64,1,4,5,35,8
0353177-01-001,353177,Einstein And Noah Corp,"Noah's New York Bagels #2103",2075 Chestnut St,San Francisco,CA,94123,06/20/2001,,06/20/2001,,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,H25 POS01,Multiple,,,,POINT (-122.437377 37.800668),17,4,6,13,57,13,1,6,17,9
0353177-10-001,353177,Einstein And Noah Corp,"Noah's New York Bagel #2937",28 West Portal Ave,San Francisco,CA,94127,06/20/2001,,06/20/2001,08/02/2016,3900 LAKE BREEZE AVE,Minneapolis,55429,MN,7220-7229,Food Services,f,f,,,,,,POINT (-122.46624 37.740502),46,10,8,41,59,1,4,5,40,8
1213095-02-191,1098348,Epicer Llc,No Name Yet,3560 18th St Bldg,San Francisco,CA,94122,11/07/2018,,11/07/2018,06/19/2019,3560 18TH ST,San Francisco,94110,CA,7220-7229,Food Services,f,f,,,8,Mission,,,,,,,,,,,,
1034778-07-151,1016412,Nkg  Coffee-Restaurant Inc,Nkg Cafe,28 Leland Ave,San Francisco,CA,94134,07/24/2015,,07/24/2015,,28 LELAND AVE,San Francisco,94134,CA,7220-7229,Food Services,f,f,H24,"RESTAURANT LESS THAN 1,000 SQFT",,,,POINT (-122.404382 37.711447),75,9,9,40,309,9,8,4,39,7
0466436-01-001,466436,Awadalla Yaser A,Nizarios Pizza Valencia,535 Valencia St,San Francisco,CA,94110,03/01/2012,,03/01/2012,,746 LOS PADRES BLVD,Santa Clara,95050,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",,,,POINT (-122.421823 37.764283),53,3,2,20,28859,8,7,7,19,4
0479420-01-001,479420,Sill Valley Inc,Nizarios Pizza Sfsu,1650 Holloway Ave Sb109,San Francisco,CA,94132,06/01/2013,,06/01/2013,,852 POPLAR AVE,Sunnyvale,94086,CA,7220-7229,Food Services,f,f,H25,"RESTAURANT 1,000 - 2,000 SQFT",7,Lakeshore,,POINT (-122.478945 37.72091),42,10,8,16,64,1,4,5,14,8
